User_ID,created_date,canceled_date,subscription_cost,subscription_interval,was_subscription_paid,Subscription_Status
1d7cd022-ea22-4a50-8454-be8226d452db,2/20/2023,,$15.00,Monthly,TRUE,Premium
824a36bc-780c-4ecf-adfa-1f30d2eee9a4,1/12/2023,,$0.00,,FALSE,Freemium
9d8230e8-0221-4ee8-9565-78ca38e2ea97,11/28/2022,,$0.00,,FALSE,Freemium
4a6cd60f-efeb-43e7-b990-33ee9522a47c,10/21/2023,,$0.00,,FALSE,Freemium
73d69962-694e-4b79-8089-b20ed5877181,2/25/2022,9/18/2023,$0.00,,FALSE,Freemium
ab98575b-132a-4fab-8a7c-4f165d0e1cbf,12/22/2022,3/4/2023,$15.00,Monthly,TRUE,Premium
85a17654-2328-4613-84ca-8c00569a7377,5/29/2022,8/30/2023,$15.00,Monthly,TRUE,Premium
44d33367-757e-485a-8788-409dcbb2d954,8/26/2023,,$120.00,Yearly,TRUE,Premium
74140ba5-72df-44e7-933c-9ebcf5d85760,5/17/2024,7/4/2024,$15.00,Monthly,TRUE,Premium
929f1481-f2a0-4dfc-899e-8037032a7db1,10/5/2022,,$120.00,Yearly,TRUE,Premium
86d58815-4f9e-4edf-8985-ddb70af09240,5/23/2024,,$120.00,Yearly,TRUE,Premium
1f1d91a9-343a-469b-911d-fc359df600a3,8/17/2023,,$120.00,Yearly,TRUE,Premium
cad169c0-e8e2-4bf1-9b3f-c405a0801afc,9/1/2023,4/4/2024,$120.00,Yearly,TRUE,Premium
d58bf61c-493d-4491-80e3-c5606f4d656a,5/28/2022,,$0.00,,FALSE,Freemium
0f4ff2e2-9cf1-40f3-8b95-f3189aa34206,6/24/2023,2/25/2024,$0.00,,FALSE,Freemium
a2ce5a35-0cf9-489a-880c-3f71e474efcd,8/15/2024,,$0.00,,FALSE,Freemium
31a80cb1-97c0-40d2-87cb-808da1a39839,9/28/2023,,$0.00,,FALSE,Freemium
f61bf472-aefe-4f0e-a1d6-3fc740c2195a,9/24/2023,3/1/2024,$120.00,Yearly,TRUE,Premium
f8e3a64a-55ae-49d8-b2b6-c13f72112051,4/28/2023,,$120.00,Yearly,TRUE,Premium
a23eba1d-133b-4355-a8be-85640a9a1c99,1/17/2022,7/22/2022,$120.00,Yearly,TRUE,Premium
32ac62ac-fb60-48b3-a008-67b1ec82c0c2,11/6/2023,5/20/2024,$120.00,Yearly,TRUE,Premium
2a7bd252-1220-4dd4-8506-8a15300aa325,9/9/2023,,$120.00,Yearly,TRUE,Premium
b5ba1229-ffcf-4220-8aaa-d417b4a604ca,11/19/2023,,$0.00,,FALSE,Freemium
b33da3a9-f6c0-4e38-bfcb-d12e7f92caf2,8/7/2023,4/15/2024,$15.00,Monthly,TRUE,Premium
57daa2b6-d1ac-4949-b65e-e7adcb8f64cb,6/27/2022,6/9/2024,$0.00,,FALSE,Freemium
4fed7fef-63f7-4840-a5b5-36385b4ccf7e,6/8/2023,,$0.00,,FALSE,Freemium
c2e6afb9-128f-4278-91ae-5bbaeb2ec6f8,5/19/2024,,$0.00,,FALSE,Freemium
598eb867-7f7d-4dbc-93fa-866241848bbe,6/19/2023,,$15.00,Monthly,TRUE,Premium
5e0ae7e1-1b2f-48dc-ad0c-3e87b4f96d4e,4/6/2024,,$15.00,Monthly,TRUE,Premium
2e67a13e-a1b5-4223-933f-527622c8416d,5/1/2022,,$15.00,Monthly,TRUE,Premium
b52c2c32-6c31-43fa-873e-aebd2729342f,10/24/2022,7/18/2024,$15.00,Monthly,TRUE,Premium
443809d9-4d31-4ea4-a9f3-e26133254102,7/29/2022,2/29/2024,$15.00,Monthly,TRUE,Premium
15617e0d-99ac-46d7-a9e9-12e3b4caf35c,8/15/2023,,$0.00,,FALSE,Freemium
a78938e3-64cd-432a-a92d-ff23ec0dd040,10/6/2022,7/25/2024,$0.00,,FALSE,Freemium
577439ec-2bbf-45a2-b7e9-cd526dc9c208,10/2/2022,,$120.00,Yearly,TRUE,Premium
90e9caf6-81d5-41c6-98e0-e7fc57d2ccd8,1/15/2024,,$0.00,,FALSE,Freemium
6987afde-08ea-4078-b178-8e106e8bca5e,4/17/2024,,$15.00,Monthly,TRUE,Premium
64c7ef67-db13-48ac-addc-8c13854d6b6e,11/14/2022,,$15.00,Monthly,TRUE,Premium
9ea795cf-4e8a-45e9-afaf-c9a0cce77b23,1/21/2023,,$15.00,Monthly,TRUE,Premium
901c01a7-e193-4398-ae2d-84b2810e8d08,2/14/2023,6/19/2023,$0.00,,FALSE,Freemium
a307ead0-6188-42c4-bbc3-427d72c42e8a,8/27/2022,,$120.00,Yearly,TRUE,Premium
a74f1854-50ec-4fda-98e0-8a81783864e9,9/14/2022,4/14/2023,$120.00,Yearly,TRUE,Premium
c9c27b65-dc0a-4e66-913e-5dbdd0c3f5bb,6/9/2023,3/5/2024,$120.00,Yearly,TRUE,Premium
56375ceb-bc4b-4fb0-a8b0-fa5acd15e679,8/15/2023,11/8/2023,$120.00,Yearly,TRUE,Premium
0cfb337c-b387-43fa-96e7-b58c599a503d,6/12/2022,10/16/2022,$120.00,Yearly,TRUE,Premium
a37b143e-32a1-4fab-89c1-0e560cbde9b1,7/27/2022,,$15.00,Monthly,TRUE,Premium
078a3490-523e-481d-8298-a2a8bc8df307,4/3/2023,,$120.00,Yearly,TRUE,Premium
a9f1b004-0abf-498c-940c-ca0cd22f770c,4/26/2023,,$15.00,Monthly,TRUE,Premium
eaf62ae0-0ca0-493d-8b6f-5932a846bcb9,12/1/2023,4/6/2024,$15.00,Monthly,TRUE,Premium
7bc1f4b8-759b-4b5f-8f80-4daa80c82203,3/16/2024,,$15.00,Monthly,TRUE,Premium
c5914db9-7c13-4d64-a39b-852f3f8baf8c,5/25/2022,2/21/2023,$120.00,Yearly,TRUE,Premium
118a3c3f-9c6c-4f1d-b9f6-2442ba4b859f,1/15/2022,10/25/2023,$120.00,Yearly,TRUE,Premium
4d8677d4-e801-4f9c-8278-f3b2e15a671f,6/21/2022,,$15.00,Monthly,TRUE,Premium
1186d7dc-bcbf-48f2-b559-74694a7087f9,4/27/2022,12/14/2023,$15.00,Monthly,TRUE,Premium
5302813b-24f2-45da-9d89-f97ec08a55d9,9/8/2023,,$15.00,Monthly,TRUE,Premium
7cd867e0-5311-46c0-adbd-9747847b2d59,2/23/2024,,$0.00,,FALSE,Freemium
243ecded-46c1-4b64-98d8-ec7040ec2754,5/21/2024,6/16/2024,$15.00,Monthly,TRUE,Premium
6fb06eff-1e98-4a84-af87-39bb0b625bdc,1/2/2024,5/27/2024,$0.00,,FALSE,Freemium
1713c20b-97f3-4ae4-8b0c-09385147ccb3,3/4/2023,3/20/2024,$120.00,Yearly,TRUE,Premium
960f0ea7-2d68-4608-9f98-2e30099eeda3,2/12/2024,,$0.00,,FALSE,Freemium
4773ba85-fb96-44dc-89eb-9ec67e2e2b8e,8/17/2022,,$15.00,Monthly,TRUE,Premium
16f0e951-9824-441a-bcb4-c106355df11b,6/21/2024,,$15.00,Monthly,TRUE,Premium
eb8d4e75-b122-40d9-9422-b3b8c7affe55,3/29/2022,,$120.00,Yearly,TRUE,Premium
39db35dd-5bad-4350-b2af-ca1e5c57d88f,5/5/2023,,$120.00,Yearly,TRUE,Premium
65acb40e-e193-4baf-8b12-a4bcbaf69bcc,7/4/2022,6/27/2024,$120.00,Yearly,TRUE,Premium
6179c9b4-5498-4d1f-822b-105906c445f5,12/8/2023,,$0.00,,FALSE,Freemium
8f0951f0-bff0-448b-a5af-1c985267823a,6/14/2024,,$15.00,Monthly,TRUE,Premium
91534499-09fa-4aca-8afd-8916c1e45b52,4/19/2022,,$15.00,Monthly,TRUE,Premium
b5255c37-d5f6-482e-9328-f6cec28d36a1,3/14/2023,8/30/2024,$120.00,Yearly,TRUE,Premium
7c483a57-a9f2-4c11-8bac-967001dabfdb,6/3/2023,,$120.00,Yearly,TRUE,Premium
5dddf6f3-18e8-498e-9197-1dc32b19e504,1/9/2023,,$15.00,Monthly,TRUE,Premium
2f33ed8a-26db-461d-81de-9cf47491d305,4/16/2023,8/17/2023,$0.00,,FALSE,Freemium
e56ee5e5-281b-482d-8afe-2e71187d9138,8/29/2024,,$0.00,,FALSE,Freemium
a9daf109-ec77-4002-b26b-7dc3077cb9cd,10/11/2023,,$0.00,,FALSE,Freemium
5d6f20fa-25ca-4265-9f34-96e208eab851,3/20/2024,5/25/2024,$0.00,,FALSE,Freemium
b2549aa4-4176-434d-a05c-a1848aa39855,8/25/2022,12/18/2022,$0.00,,FALSE,Freemium
d9ade995-78d7-4c42-b444-bedaa407a4cc,12/15/2023,7/3/2024,$0.00,,FALSE,Freemium
2b0bb9ac-2a93-4e59-a49c-c3b06dbc9355,2/14/2022,,$0.00,,FALSE,Freemium
7789fca1-8c38-4768-99f9-29cac1444e39,3/17/2022,5/22/2022,$0.00,,FALSE,Freemium
6cd5a9db-5162-4915-a2a9-05533119e4ed,4/13/2024,5/22/2024,$120.00,Yearly,TRUE,Premium
4094af21-7872-4566-b1e0-5d0f1810cd5e,9/10/2022,1/8/2024,$15.00,Monthly,TRUE,Premium
e41141df-3831-43dd-93ec-69afd229e9ae,7/1/2024,,$120.00,Yearly,TRUE,Premium
c7cf1466-cdb5-4a7d-b34a-65a3789656ab,8/13/2022,,$15.00,Monthly,TRUE,Premium
3abefe53-7f5d-4d2b-9e60-85c2538a33c2,1/24/2023,,$0.00,,FALSE,Freemium
45ae7790-b137-4323-b869-6227ea60b6b8,12/3/2023,,$0.00,,FALSE,Freemium
c9fafd55-f355-40ec-9c37-114ba7dc5637,12/12/2022,,$0.00,,FALSE,Freemium
d4856e64-ec0d-4e52-9de0-d8517610d9f5,5/7/2024,7/12/2024,$0.00,,FALSE,Freemium
5a8edd49-7f23-4785-846b-15a852ee6bf3,2/15/2023,,$15.00,Monthly,TRUE,Premium
7fad784f-6dbb-4b91-b553-1922af985785,3/30/2023,,$120.00,Yearly,TRUE,Premium
65f3044f-efb6-4a8a-b362-08c66d28e4bd,1/13/2024,,$15.00,Monthly,TRUE,Premium
95145953-4d9e-4c51-8f0d-d5394f711e20,6/28/2022,6/12/2024,$120.00,Yearly,TRUE,Premium
13a4f1e2-c3b6-4d38-b8f4-bb6087f260ec,1/31/2024,5/17/2024,$120.00,Yearly,TRUE,Premium
80137f36-a86f-41f0-b02c-52e14bd9b84f,4/2/2023,,$120.00,Yearly,TRUE,Premium
31a3cf38-2592-466e-946f-cd862c2869b2,1/15/2022,,$15.00,Monthly,TRUE,Premium
73b85cbd-21ce-405c-800c-d8661103c3b8,1/1/2023,4/4/2024,$0.00,,FALSE,Freemium
2b04673e-7ecb-4941-9527-3d4f6848c8d6,5/24/2024,6/6/2024,$15.00,Monthly,TRUE,Premium
b5c5611c-63cc-4183-9e7e-0a16406b3c38,7/9/2023,3/18/2024,$120.00,Yearly,TRUE,Premium
c6282ab2-e756-46d0-9ddc-b0e29aefd8b5,1/6/2023,,$120.00,Yearly,TRUE,Premium
c4b73da2-b27c-4cfb-8db7-180944d3f54b,6/8/2024,,$0.00,,FALSE,Freemium
a939836e-4085-4344-8eea-769bb5ef68e0,7/19/2022,8/14/2022,$120.00,Yearly,TRUE,Premium
776cd4e7-ecf1-4bee-8f41-23bed4a3670f,2/22/2022,10/8/2022,$0.00,,FALSE,Freemium
1ecc7b58-1596-406c-b40f-16d02549e8d8,8/27/2023,5/22/2024,$120.00,Yearly,TRUE,Premium
81a5f3cf-660c-4e77-9280-40f0bcced4ef,4/9/2024,,$120.00,Yearly,TRUE,Premium
7fc1beec-cb91-46b6-a5d5-fa01e46aeb5f,4/7/2024,6/1/2024,$120.00,Yearly,TRUE,Premium
6bc102dc-c861-4c03-9316-b967eff6b101,9/3/2023,4/12/2024,$0.00,,FALSE,Freemium
abe5ceea-a2e5-48d5-9609-5fa3c031f38d,12/25/2023,7/2/2024,$15.00,Monthly,TRUE,Premium
c2f687a9-62b8-4bd9-8c1f-fdf6cb3f0721,8/4/2024,8/18/2024,$0.00,,FALSE,Freemium
c39b1271-8ab8-4690-afcd-1699e9454561,6/23/2024,8/17/2024,$120.00,Yearly,TRUE,Premium
97c83e02-aad4-427f-a9c5-f3141d0cd8ca,4/19/2023,4/8/2024,$15.00,Monthly,TRUE,Premium
00979285-3307-4253-89e2-b1e4031049ef,3/31/2022,4/29/2024,$120.00,Yearly,TRUE,Premium
acf8928a-3b00-4448-9c6d-084dfc0c30ff,6/5/2024,8/12/2024,$0.00,,FALSE,Freemium
5b2afeca-afa0-47f5-b357-a3cdd889d7d0,8/17/2023,,$15.00,Monthly,TRUE,Premium
1fc98297-5b16-4699-be7b-0d2daad35821,5/23/2022,,$0.00,,FALSE,Freemium
3c68db2d-4879-45ac-8e55-1f01af733020,2/27/2024,5/8/2024,$0.00,,FALSE,Freemium
d1f2cf58-1875-4ef5-a999-ad584373422d,2/2/2024,,$120.00,Yearly,TRUE,Premium
f3df8f0c-fb1a-4893-8528-65a56b79f542,5/17/2023,,$0.00,,FALSE,Freemium
a3e81604-8049-4116-8719-01ea63159155,7/12/2023,,$15.00,Monthly,TRUE,Premium
4442d07a-ac32-40b9-b590-96ae04d1502f,7/6/2023,,$120.00,Yearly,TRUE,Premium
6d662c6a-cfcd-4ec1-9f6d-c65711a0c7f1,3/13/2024,,$15.00,Monthly,TRUE,Premium
9eed6d07-a927-46a8-acb1-1d2763f45a8a,9/13/2023,5/12/2024,$120.00,Yearly,TRUE,Premium
b14ba631-176d-4c35-8089-e7258e9fab47,3/9/2023,10/24/2023,$15.00,Monthly,TRUE,Premium
20867cab-9a6a-4f91-9fa7-2de1405ffa94,12/26/2023,1/21/2024,$0.00,,FALSE,Freemium
a3287958-9023-40bc-b47a-689aa5580e4f,4/27/2022,,$120.00,Yearly,TRUE,Premium
cd7e652f-5442-4a7e-95b5-2fbc2e16114b,5/10/2024,,$15.00,Monthly,TRUE,Premium
9c17473c-1c5d-4541-9000-b6a6b947223c,9/11/2023,,$15.00,Monthly,TRUE,Premium
4456e60b-49e9-4fdc-8cda-b2c19adba936,1/26/2024,8/9/2024,$120.00,Yearly,TRUE,Premium
76577a38-0c05-465b-afd7-72dbffe15926,4/11/2024,,$15.00,Monthly,TRUE,Premium
c59e453c-9614-41fb-aa2e-fadce452fab6,3/18/2022,7/25/2022,$120.00,Yearly,TRUE,Premium
7d0bc1a3-9fa9-423a-8a5c-c5680466b387,5/5/2023,8/1/2024,$15.00,Monthly,TRUE,Premium
31c7235e-1e89-4da9-9488-034de43a77aa,6/25/2023,8/19/2023,$0.00,,FALSE,Freemium
5fd5a7c3-db18-4506-8b83-d0e86188e7da,12/24/2022,,$15.00,Monthly,TRUE,Premium
6a6d1d80-308f-4565-b712-6cf37cfca70b,4/26/2024,,$15.00,Monthly,TRUE,Premium
2875afb2-ef06-4545-867b-0af8a6d4c780,7/25/2022,,$0.00,,FALSE,Freemium
76673dec-399c-42b8-a415-77397e41d738,5/21/2022,4/1/2024,$0.00,,FALSE,Freemium
996c4933-730b-4595-bd21-3ac343cc1b51,7/31/2024,8/28/2024,$120.00,Yearly,TRUE,Premium
cffd20b0-5540-4e3f-bfdb-d4a26f155a61,5/6/2023,10/5/2023,$15.00,Monthly,TRUE,Premium
e7120bb8-a03c-40db-afa3-7e49e65d95da,4/22/2022,3/9/2024,$120.00,Yearly,TRUE,Premium
56761613-5706-4886-96ac-02b024b037f8,8/17/2024,,$0.00,,FALSE,Freemium
c27d14fa-857e-46f3-ac76-4017469177ab,9/8/2023,,$120.00,Yearly,TRUE,Premium
51277562-efec-4a64-a12a-0ad9edc22516,7/10/2024,,$0.00,,FALSE,Freemium
39739e30-7c3a-40ce-9189-fa8a8f96e320,5/26/2022,,$0.00,,FALSE,Freemium
3927b579-6360-4d78-a13c-4f23083c620c,8/25/2024,8/26/2024,$120.00,Yearly,TRUE,Premium
c285a9f2-c209-46cc-b246-555341a66415,10/29/2023,6/13/2024,$15.00,Monthly,TRUE,Premium
5e12e879-01bf-4621-815c-63ad49664628,3/1/2022,4/26/2022,$120.00,Yearly,TRUE,Premium
45ca4513-791e-402f-94c0-e789ca2e7680,11/28/2022,5/10/2024,$0.00,,FALSE,Freemium
0c5f7421-4b18-436b-b877-7677c44f17f2,11/7/2023,6/28/2024,$15.00,Monthly,TRUE,Premium
998d2641-ccba-4f1a-a574-73b49b4aa869,2/23/2022,,$120.00,Yearly,TRUE,Premium
451df396-7ea9-4ba8-a42d-59e51b9be266,7/10/2024,8/14/2024,$120.00,Yearly,TRUE,Premium
301bb344-8c01-438e-8646-5b70d6e1eb8b,12/12/2023,1/9/2024,$0.00,,FALSE,Freemium
83e00e66-4b91-4085-a3fa-872252332457,5/30/2023,,$120.00,Yearly,TRUE,Premium
5c9f186a-8444-46f1-a1b9-84761dc7fdfd,8/23/2024,,$15.00,Monthly,TRUE,Premium
adfd0dbb-27d0-444b-8a9d-34462d1ac3df,6/21/2023,,$15.00,Monthly,TRUE,Premium
b028171a-ca1c-4828-af66-b0bfcb469141,5/19/2023,,$15.00,Monthly,TRUE,Premium
606c9833-3c35-4095-b564-531b01dcf233,2/19/2022,,$120.00,Yearly,TRUE,Premium
9e6eb2db-f382-4be9-9eda-3796607211ab,5/15/2024,7/21/2024,$0.00,,FALSE,Freemium
0c7becc0-1f70-49ee-b6e3-3dd7462acfd4,5/29/2024,6/12/2024,$0.00,,FALSE,Freemium
dd1f2e21-4fb4-4cab-8403-a648b749b253,11/23/2023,,$120.00,Yearly,TRUE,Premium
4a49261f-a41f-4805-8cc4-abbbb9c45c67,7/7/2023,9/17/2023,$15.00,Monthly,TRUE,Premium
decdecfb-552f-4a2c-9e3c-7c9b64d39454,6/10/2023,4/10/2024,$15.00,Monthly,TRUE,Premium
c5183ad3-1dd6-4f9b-bd53-85d473ba4cc6,5/1/2022,8/15/2024,$120.00,Yearly,TRUE,Premium
ac994763-8724-4531-84b8-54966836c750,1/4/2023,4/20/2023,$120.00,Yearly,TRUE,Premium
45b861a5-2b89-43ff-9c29-d5855a5733ba,3/18/2022,,$120.00,Yearly,TRUE,Premium
5f5db966-84e1-40e6-b14e-eb50480341be,6/18/2022,5/26/2023,$120.00,Yearly,TRUE,Premium
e202cc54-7ba2-48f4-be29-0d378edeea4c,1/2/2023,2/1/2024,$120.00,Yearly,TRUE,Premium
03144d19-5e83-4bfd-b289-1fc508f8a5a6,3/13/2023,6/9/2023,$120.00,Yearly,TRUE,Premium
dbd49a8e-e2aa-4637-8c4f-42f2aea77384,5/22/2022,5/5/2024,$15.00,Monthly,TRUE,Premium
c66acb23-3a49-497e-955f-73e02f715f72,7/27/2023,,$0.00,,FALSE,Freemium
22b844ed-2222-4a5d-92eb-7300070a8aee,9/12/2023,,$15.00,Monthly,TRUE,Premium
a927e87e-1330-4faf-93a1-92048afd9a12,1/28/2022,4/25/2022,$0.00,,FALSE,Freemium
fcd51895-2711-42a3-b4a3-2a53019b3ca4,11/17/2022,,$120.00,Yearly,TRUE,Premium
ffe7ae04-ed32-4fce-b557-ca5ee8be8441,4/26/2022,11/3/2022,$0.00,,FALSE,Freemium
f4c6d43c-afe0-4201-acdc-2ed752685fe4,5/3/2024,6/11/2024,$15.00,Monthly,TRUE,Premium
1321f125-cccb-4c57-870a-08ad64ddab3f,4/18/2023,,$15.00,Monthly,TRUE,Premium
9bd31eef-c048-42ce-8c53-fa877fb48596,3/14/2023,8/19/2024,$120.00,Yearly,TRUE,Premium
c2bcbcb5-f21a-46cf-a6da-163e7b9706c2,1/6/2023,1/4/2024,$0.00,,FALSE,Freemium
3e410830-23e7-459e-b81a-b38952a88550,4/18/2024,,$0.00,,FALSE,Freemium
440e9104-6d95-419c-a1d6-1ecf17d105d1,2/9/2024,5/26/2024,$120.00,Yearly,TRUE,Premium
803ba48a-508f-4674-a5a9-3e5ff6356f97,2/10/2024,,$15.00,Monthly,TRUE,Premium
24ef9326-1408-492d-8d1d-168c0501ecbf,4/16/2023,9/17/2023,$0.00,,FALSE,Freemium
48f1b856-9cee-4b8e-a6d1-2489f10b25c5,8/26/2022,,$0.00,,FALSE,Freemium
6415cbf2-0c36-4e19-aa2d-3b4146434303,8/14/2022,4/28/2024,$15.00,Monthly,TRUE,Premium
36531051-3fe1-47c7-9e45-595099478849,12/25/2023,5/22/2024,$120.00,Yearly,TRUE,Premium
67d15946-71b6-4a5f-8bef-a79ab8337d6a,7/4/2024,,$0.00,,FALSE,Freemium
63321d93-8c49-4cb5-9181-9b21fbfd43aa,3/9/2022,10/26/2022,$15.00,Monthly,TRUE,Premium
32351d53-553e-41f9-bc3e-2b386a4e4ba1,7/25/2022,9/10/2023,$0.00,,FALSE,Freemium
496fde99-ea8b-4b75-bb3b-1cd3973d535f,3/13/2022,,$15.00,Monthly,TRUE,Premium
f6757500-8ead-4b96-a950-6255a1853c51,7/2/2023,9/21/2023,$15.00,Monthly,TRUE,Premium
000d8c31-7308-47bf-b629-74209b7afd24,4/22/2022,7/11/2022,$15.00,Monthly,TRUE,Premium
37464234-4639-486e-93ce-73effa8127f0,10/19/2023,,$0.00,,FALSE,Freemium
d2d41025-16f7-4e90-b0a5-2b0599c11017,8/1/2022,1/1/2024,$15.00,Monthly,TRUE,Premium
be111d59-b202-40b4-92fb-33aa416080b3,3/20/2023,,$120.00,Yearly,TRUE,Premium
b65f2559-ce59-4619-916e-fa8925402e50,11/20/2023,12/24/2023,$120.00,Yearly,TRUE,Premium
ffd0a869-3d22-4826-8c75-3f59a473327b,12/26/2023,2/17/2024,$15.00,Monthly,TRUE,Premium
0c3ac767-67b2-49ee-8d41-fdadb9a7999b,3/30/2023,,$15.00,Monthly,TRUE,Premium
de707350-d8fa-4e32-9865-82580790abcd,8/20/2023,7/1/2024,$0.00,,FALSE,Freemium
4fc5c52d-0fb4-4a2b-a68d-530e51da172e,2/25/2024,,$120.00,Yearly,TRUE,Premium
a9156663-77e5-496c-934b-1210c7cad3de,7/22/2022,,$15.00,Monthly,TRUE,Premium
9e774488-40d7-4479-b810-814bb7a56095,7/12/2024,8/21/2024,$120.00,Yearly,TRUE,Premium
4dcdecdc-2d33-4fbd-8e2c-7ce669178105,1/10/2024,3/31/2024,$0.00,,FALSE,Freemium
d8e703f2-66df-4bba-a4fc-22bef663ed1b,5/30/2022,11/15/2023,$120.00,Yearly,TRUE,Premium
13115136-0257-4364-a4ba-2188a79cb58b,4/8/2024,5/14/2024,$15.00,Monthly,TRUE,Premium
8096daa3-f341-4391-9e10-6f196ef0083f,9/9/2023,,$120.00,Yearly,TRUE,Premium
31936ca3-9084-4032-b903-6a641a037e78,2/4/2024,5/16/2024,$0.00,,FALSE,Freemium
0a279c25-9ee8-4985-b75f-2d0dbd1278ea,9/12/2022,,$15.00,Monthly,TRUE,Premium
01a77c6b-6709-45cc-946b-10d33d1ede71,2/1/2022,,$120.00,Yearly,TRUE,Premium
1230b042-0249-4aa1-b04a-b51ab10dd787,12/10/2022,,$15.00,Monthly,TRUE,Premium
9ae69094-3dbb-4873-917f-98de0cf29438,6/25/2023,,$15.00,Monthly,TRUE,Premium
e91f43a3-f973-409b-bc8b-3ae611898f79,3/10/2024,,$120.00,Yearly,TRUE,Premium
c6c11337-0ab8-4611-b96b-60205919f925,7/17/2023,7/19/2023,$120.00,Yearly,TRUE,Premium
47851bd1-4845-403c-8e61-e68ff44210c9,1/29/2022,4/8/2024,$120.00,Yearly,TRUE,Premium
f739f52e-0d1f-4f39-92c4-877a76aa6d19,6/1/2024,6/24/2024,$15.00,Monthly,TRUE,Premium
42756cae-4a63-4b5d-afb9-2b3142d372f1,6/9/2024,8/6/2024,$15.00,Monthly,TRUE,Premium
b57a2dca-7e65-42df-b0bd-cdfd6d19f6a4,12/4/2023,8/23/2024,$120.00,Yearly,TRUE,Premium
caac6350-2979-438a-ae22-01332de7dd68,5/2/2024,,$120.00,Yearly,TRUE,Premium
0743b75b-e5aa-45d0-b69d-6f1c32ff9c33,1/18/2023,,$15.00,Monthly,TRUE,Premium
f834852b-9fcd-4a03-ac8d-ec39afc6a816,2/12/2022,,$0.00,,FALSE,Freemium
c2394d5a-4659-4027-a726-7446da268587,4/18/2024,,$0.00,,FALSE,Freemium
b0831dc5-9ecd-407e-948d-87c386f05561,11/1/2022,,$0.00,,FALSE,Freemium
69b79589-0abc-4850-9c22-cb84d6e2a507,11/2/2023,3/3/2024,$15.00,Monthly,TRUE,Premium
cd88ccac-4d91-484f-989c-ea88d6e8da2e,7/1/2023,,$15.00,Monthly,TRUE,Premium
713a68a2-a658-4ad6-be57-3159decbbddc,5/7/2024,,$0.00,,FALSE,Freemium
14cbb130-b39a-400d-9c87-c201f21e0e49,1/25/2024,,$15.00,Monthly,TRUE,Premium
ac62218a-6e34-4d4b-8942-a9607f6bed6d,7/19/2023,9/10/2023,$120.00,Yearly,TRUE,Premium
7ab56f36-63ce-4adf-ac71-a57c2d467cb4,6/22/2023,3/9/2024,$15.00,Monthly,TRUE,Premium
587369e0-39ac-49f3-b1ab-ca2bae2a99e0,3/5/2022,,$0.00,,FALSE,Freemium
b12da153-f28f-43f4-b45a-071f650394e3,11/6/2022,11/28/2023,$120.00,Yearly,TRUE,Premium
57952252-b5be-48fd-b06d-8dea04f72358,7/16/2022,,$0.00,,FALSE,Freemium
dc73f318-6b28-45b2-9a77-a2ff7f5a7a2d,9/21/2023,5/6/2024,$0.00,,FALSE,Freemium
7e184620-ac87-4dd4-81dc-259398d7f7e9,1/28/2022,,$15.00,Monthly,TRUE,Premium
a8a8a418-77fc-481a-9b92-745f0f8d862c,8/11/2022,,$15.00,Monthly,TRUE,Premium
f322d549-f4b4-4b78-990e-b25aa71f5ba4,4/7/2023,,$0.00,,FALSE,Freemium
431fe3df-8499-4ce7-85d9-92d766f2dc11,3/13/2023,,$120.00,Yearly,TRUE,Premium
bf8fe578-5ece-4bcd-8ec7-f9f0c5b275de,7/1/2023,8/13/2024,$120.00,Yearly,TRUE,Premium
54e6b736-cda4-484e-800a-fadedf90d3cb,1/9/2023,1/29/2024,$15.00,Monthly,TRUE,Premium
27f4f616-ab2f-474c-8672-f87232007881,11/2/2023,,$120.00,Yearly,TRUE,Premium
4f5fe9b7-859d-4ae1-a576-393958c82fe0,6/1/2023,12/27/2023,$0.00,,FALSE,Freemium
4922ef79-5bb5-491d-becc-09d594e6270f,4/13/2022,9/4/2022,$15.00,Monthly,TRUE,Premium
74a7c744-9b95-4bbd-a97e-47dc78f6346e,5/31/2022,,$0.00,,FALSE,Freemium
541e242a-a38a-42a2-94ce-70ec7b847112,5/29/2024,9/1/2024,$120.00,Yearly,TRUE,Premium
efd575c1-ded3-4bcf-907b-975949ffd272,8/28/2024,,$120.00,Yearly,TRUE,Premium
f68faf16-6e90-4189-ad26-909b0c81688a,11/3/2022,,$15.00,Monthly,TRUE,Premium
9ccc8038-29dc-45dc-a0c8-537c9cd007fc,4/3/2022,8/7/2022,$0.00,,FALSE,Freemium
8ac37879-e730-4614-92cf-688f16e73a79,2/11/2022,,$0.00,,FALSE,Freemium
df80ebf5-5623-4050-8cf8-649ee1debd6c,9/17/2023,,$0.00,,FALSE,Freemium
7065db41-ce7f-489f-8015-9c848da968dd,8/18/2022,,$120.00,Yearly,TRUE,Premium
3b555968-474d-4d80-9499-d7825b4dbb7b,3/5/2023,,$15.00,Monthly,TRUE,Premium
c01fb84d-800f-4b46-afdd-d4d979057152,8/25/2023,,$120.00,Yearly,TRUE,Premium
fc2069eb-23b0-4655-b6bb-c1e9cf85738c,9/30/2023,7/23/2024,$0.00,,FALSE,Freemium
ab0efda3-4f26-4b03-8685-b88f87352318,2/25/2024,,$120.00,Yearly,TRUE,Premium
dadd0744-5280-4522-babc-0c73db3cdf6b,12/15/2023,,$120.00,Yearly,TRUE,Premium
